DESCRIPTION,LOCATION,PRICE
2 Bedroom Flat & Apartment,"Osapa, Lekki","N2,000,000 per year"
3 Bedroom Flat & Apartment,"Chevy View, Chevron Drive, Lekki","N2,500,000 per year"
4 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N10,000,000 per year"
3 Bedroom House,"Banana Island, Ikoyi","N7,000,000 per year"
3 Bedroom Flat & Apartment,"Oniru, Victoria Island","N4,000,000 per year"
2 Bedroom Flat & Apartment,"Ikota, Lekki","N1,700,000 per year"
3 Bedroom Flat & Apartment,"Victoria Island, Oniru, Victoria Island","N6,000,000 per year"
3 Bedroom Flat & Apartment,"Oyinkan Abayomi, Falomo , Ikoyi","N43,000,000 per year"
4 Bedroom Townhouse,"Marwa, Close To U3 Estate, Lekki Right, Oniru, Victoria Island","N7,000,000 per year"
5 Bedroom Flat & Apartment,"Omole Phase 1, Omole, Ikeja","N3,500,000 per year"
4 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N4,000,000 per year"
3 Bedroom Flat & Apartment,"Ikota, Lekki","N2,500,000 per year"
3 Bedroom Terrace,"Lekki Right, Lekki Phase 1, Lekki","N5,000,000 per year"
2 Bedroom Flat & Apartment,"Ojodu, Ikeja","N1,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki Right , Lekki Expressway, Lekki","N6,500,000 per year"
5 Bedroom Duplex,"Osapa, Lekki","N6,000,000 per year"
3 Bedroom Flat & Apartment,Victoria Island,"N70,000 per year"
3 Bedroom Flat & Apartment,"Osapa, Lekki","N3,500,000 per year"
5 Bedroom House,"Agungi, Lekki","N4,500,000 per year"
4 Bedroom Terrace,"Lekki, Ologolo, Lekki","N3,000,000 per year"
3 Bedroom Flat & Apartment,"Canal West, Osapa, Lekki","N3,000,000 per year"
5 Bedroom House,"Parkview, Parkview Estate, Ikoyi","N20,000,000 per year"
3 Bedroom Duplex,"Parkview, Parkview Estate, Ikoyi","N110,000,000 per year"
2 Bedroom Flat & Apartment,"Ikota, Lekki","N1,500,000 per year"
4 Bedroom Terrace,"Abike Sulaimoh Street, Lekki Phase 1, Lekki","N5,500,000 per year"
4 Bedroom Terrace,"Park-View Estate , Parkview Estate, Ikoyi","N7,000,000 per year"
5 Bedroom Duplex,Ikoyi,"N12,000,000 per year"
4 Bedroom Terrace,"Chevron 2Nd Toll Gate, Lekki Phase 2, Lekki","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Admiralty, Lekki Phase 1, Lekki","N8,000,000 per year"
4 Bedroom Duplex,"Lekki, Lekki Expressway, Lekki","N4,000,000 per year"
4 Bedroom Terrace,Victoria Island,"N12,000,000 per year"
4 Bedroom Terrace,"Canel West Estate, Osapa, Lekki","N3,500,000 per year"
Commercial Property,"Jakande, Lekki","N1,800,000 per year"
3 Bedroom Flat & Apartment,"Ikate, Ikate Elegushi, Lekki","N65,000,000 per year"
3 Bedroom Flat & Apartment,"Osapa, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Bourdillon Road, Ikoyi","N15,000,000 per year"
Office,"Itire Road, Surulere","N10,000,000 per monthN425  /m2"
4 Bedroom House,"Off Landbridge Avenue , Victoria Island","N8,000,000 per year"
Commercial Property,"Ajah, Sangotedo, Ajah","N3,000,000 per year"
3 Bedroom Flat & Apartment,"Ikota, Lekki","N2,470,000 per year"
3 Bedroom Flat & Apartment,"Agungi, Lekki","N2,500,000 per year"
Flat & Apartment,"Bakare Estate , Agungi, Lekki","N1,200,000 per year"
4 Bedroom Duplex,"Ocean Bay Estate, Orchid Road, Chevron Drive, Lekki","N2,800,000 per year"
3 Bedroom Flat & Apartment,"Ikosi , Ketu","N1,800,000 per year"
Office,Victoria Island,"N48,000 per yearN48,000  /m2"
5 Bedroom Duplex,"2Nd Toll Gate, Lekki Phase 2, Lekki","N4,200,000 per year"
3 Bedroom Terrace,"Mini Estate Behind Maryland Mall, Maryland, Ikeja","N3,500,000 per year"
Shop,"Lekki, Lekki Phase 1, Lekki","N9,400,000 per yearN50,000  /m2"
Office,"Queens Drive, Ikoyi","N80,000,000 per year"
Office,"Adeola Hopewell , Victoria Island","N80,000 per yearN80,000  /m2"
Warehouse,Victoria Island,"N9,500,000 per yearN38,000  /m2"
3 Bedroom Flat & Apartment,"Irepo Street,Oke Ira, Ogba, Ikeja","N1,600,000 per year"
3 Bedroom Duplex,"La-Meridian Estate, Awoyaya, Awoyaya, Ajah","N3,500,000 per year"
7 Bedroom Flat & Apartment,"Michael  Otedola Street, Ikeja Gra, Ikeja , Ikeja","N10,000,000 per year"
Office,"Awolowo Road, Ikoyi","N1,500,000 per year"
5 Bedroom Duplex,"Osapa, Lekki","N6,000,000 per year"
4 Bedroom Terrace,"Akarigbere, Victoria Island","N12,000,000 per year"
Shop,"Lekki Phase 1, Lekki","N3,500,000 per year"
2 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Ikeja Gra,  Ikeja G.R.A, Ikeja","N8,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Off Castle And Temple Road, Lekki Phase 1, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,Yaba,"N3,000,000 per year"
2 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N2,500,000 per year"
2 Bedroom Bungalow,"Lekki Phase 1, Lekki","N2,300,000 per year"
Office,"Lekki Phase 1, Lekki","N1,700,000 per year"
3 Bedroom Flat & Apartment,"Ikate Elegushi, Lekki","N2,500,000 per year"
Office,"Lekki Phase 1, Lekki","N1,400,000 per year"
3 Bedroom Flat & Apartment,"Oke Ira Ogba Ikeja , Ogba, Ikeja","N1,200,000 per year"
3 Bedroom Flat & Apartment,"Off Glover Road, Ikoyi","N12,000,000 per year"
3 Bedroom Townhouse,"Lekki Phase 1, Lekki","N5,000,000 per year"
Flat & Apartment,"Off Freedom Way, Lekki Phase 1, Lekki","N1,600,000 per year"
Office,"Banana Island, Ikoyi","N22,630,000 per yearN226,300  /m2"
4 Bedroom Terrace,"Off Jide Sawyer, Lekki Phase 1, Lekki","N4,500,000 per year"
Office,"Off Adewunmi Adebimpe Drive, Lekki Phase 1, Lekki","N8,250,000 per yearN16,000  /m2"
2 Bedroom Flat & Apartment,"Off Nassarawa Street, Banana Island, Ikoyi","N9,200,000 per year"
Hotel,"Ogba Ikeja , Ogba, Ikeja","N70,000,000 per year"
Terrace,"Off Ondo Street, Banana Island, Ikoyi","N6,000,000 per year"
3 Bedroom Flat & Apartment,"Babs Abosede Close, Ajao Estate, Oshodi","N1,500,000 per year"
4 Bedroom Townhouse,"Second Avenue, Banana Island, Ikoyi","N17,000,000 per year"
3 Bedroom Flat & Apartment,"Walter Carrignton, Victoria Island","N22,000,000 per year"
5 Bedroom House,"Ologolo, Lekki","N6,000,000 per year"
Office,"Old Ikoyi, Ikoyi","N20,000,000 per year"
2 Bedroom Flat & Apartment,Ikoyi,"N4,500,000 per year"
3 Bedroom Flat & Apartment,"Ikoyi, Banana Island, Ikoyi","N7,000,000 per year"
Shop,"Lekki Phase 1, Ologolo, Lekki","N2,500,000 per year"
Office,"Lekki, Lekki Phase 1, Lekki","N7,000,000 per year"
Office,"Lekki, Lekki Phase 1, Lekki","N3,000,000 per year"
3 Bedroom Flat & Apartment,"Lateef Jakande, Ikoyi","N13,000,000 per year"
Shop,"Lekki, Lekki Phase 1, Lekki","N5,500,000 per year"
Commercial Property,"Vi, Victoria Island","N60,000 per year"
3 Bedroom Flat & Apartment,"Fatai Ariobeke Drive, Victoria Island","N14,000,000 per year"
Office,Victoria Island,"N40,000,000 per year"
4 Bedroom Duplex,"Ikota, Lekki","N4,500,000 per year"
Office,"Ogunnusi Road By Big Treat  , Ogba, Ikeja","N1,500,000 per year"
4 Bedroom Duplex,"Orchid , Ikota, Lekki","N4,000,000 per year"
Commercial Property,"Lekki, Lekki Phase 1, Lekki","N6,000,000 per year"
15 Bedroom Flat & Apartment,"Durosimi Etti, Lekki Phase 1, Lekki","N35,000,000 per year"
4 Bedroom House,"Banana Island, Ikoyi","N16,000,000 per year"
4 Bedroom Duplex,"Maitama Sule, Awolowo Road, Ikoyi","N16,000,000 per day"
4 Bedroom Terrace,"Immaculate Court  Estate, Gbagada","N4,000,000 per year"
Office,"Lekki Phase 1, Lekki","N18,000,000 per year"
4 Bedroom Duplex,"Bakare Estate, Agungi Lekki Lagos , Agungi, Lekki","N4,500,000 per year"
4 Bedroom House,"Lekki, Lekki Expressway, Lekki","N5,000,000 per year"
Office,"V.I, Victoria Island","N24,000,000 per year"
Shop,"Idado, Lekki","N3,000,000 per year"
4 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N4,000,000 per year"
4 Bedroom Terrace,"Oduduwa Crescent,  Ikeja G.R.A, Ikeja","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N10,000,000 per year"
Commercial Property,"Adeniyi Jones, Ikeja , Ikeja","N23,000,000 per year"
Office,Victoria Island,"N25,000,000 per year"
3 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N7,500,000 per year"
Office,"Off Adeola Odeku, Victoria Island","N10,000,000 per year"
Office,Victoria Island,"N19,200,000 per yearN60,000  /m2"
Office,Victoria Island,"N25,000,000 per year"
Office,Victoria Island,"N128,000,000 per yearN80,000  /m2"
Office,Victoria Island,"N20,000,000 per year"
Office,Victoria Island,"N8,760,000 per yearN40,000  /m2"
Office,"Victoria Island Lagos, Victoria Island","N50,000 per yearN50,000  /m2"
4 Bedroom Flat & Apartment,"Oroke, Ikoyi","N12,000,000 per year"
Commercial Property,Victoria Island,"N13,000,000 per year"
Office,"Lekki Phase 1, Lekki","N12,000,000 per year"
Commercial Property,"Victoria Island Lagos, Victoria Island","N15,000,000 per year"
Commercial Property,"Agungi, Lekki","N35,000,000 per year"
Office,"Lekki Phase 1, Lekki","N8,000,000 per year"
Commercial Property,"Falomo Ikoyi, Falomo , Ikoyi","N150,000 per year"
Commercial Property,"Lekki Phase 1, Lekki","N12,000,000 per year"
Shop,"Jakande Shopping Complex, Jakande, Lekki","N1,600,000 per year"
Commercial Property,Victoria Island,"N75,000 per yearN75,000  /m2"
Office,"Lekki Phase 1, Lekki","N10,000,000 per year"
Office,Victoria Island,"N15,000,000 per year"
Commercial Property,"Lekki, Lekki Phase 1, Lekki","N110,000 per yearN110,000  /m2"
Commercial Property,Victoria Island,"N140,000 per year"
4 Bedroom Flat & Apartment,"Old, Ikoyi","N15,500,000 per year"
Office,"Campbell Street, Marina, Lagos Island","N30,000 per yearN30,000  /m2"
4 Bedroom Duplex,"Mojisola Onikoyi, Ikoyi","N9,000,000 per year"
Office,"Along Idowu Taylor Street, Victoria Island","N40,000 per yearN40,000  /m2"
Office,"Victoria Island Lagos , Oniru, Victoria Island","N55,000 per year"
Shop,"Orchid Hotel Road, Ikota, Lekki","N1,500,000 per year"
Office,"Freedom Way, Lekki Expressway, Lekki","N40,000 per year"
Shop,"Orchid Road, Ikota, Lekki","N3,400,000 per year"
Shop,"Orchid Road, Ikota, Lekki","N10,000,000 per year"
Office,"Omole Phase 1 Road, Ikeja , Ikeja","N1,200,000 per year"
Office,"Lekki Phase 1, Lekki","N5,625,000 per year"
Flat & Apartment,"Yomi Kuye , Magodo Shangisha, Ketu","N6,000,000 per year"
Office,"Lekki Phase 1, Lekki","N10,000,000 per year"
Room or Boys Quarter,"Agungi Lekki, Agungi, Lekki","N750,000 per year"
Office,"Lekki Right , Lekki Phase 1, Lekki","N3,000,000 per year"
Office,"Bank Anthony, Ikeja , Ikeja","N28,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki Right, Lekki Phase 1, Lekki","N3,000,000 per year"
4 Bedroom Terrace,"Ogun Street, Banana Island, Ikoyi","N13,000,000 per day"
4 Bedroom Flat & Apartment,"Ajao Estate, Oshodi","N1,600,000 per year"
6 Bedroom Duplex,"Banana Island, Ikoyi","N45,000,000 per year"
3 Bedroom Flat & Apartment,"Akinyemi Avenue, Lekki Phase 1, Lekki","N3,500,000 per year"
Room or Boys Quarter,"Off Duro Simi Etti, Lekki Phase 1, Lekki","N2,000,000 per year"
3 Bedroom Flat & Apartment,"Glover Road, Ikoyi","N8,500,000 per year"
Shop,"Lekki Phase 1, Lekki","N3,500,000 per year"
Shop,"Lekki Phase 1, Lekki","N10,000,000 per year"
Warehouse,"Acme Road, Ikeja , Ikeja","N25,000,000 per year"
Room or Boys Quarter,"Abijo, Ajah","N280,000 per year"
Office,"5Th Avenue, Banana Island, Ikoyi","N9,000,000 per year"
Shop,"Lekki Phase 1, Lekki","N2,000,000 per year"
2 Bedroom Flat & Apartment,"Ologolo, Lekki","N1,500,000 per year"
3 Bedroom Flat & Apartment,"Off Nassarawa Street, Banana Island, Ikoyi","N9,900,000 per year"
2 Bedroom Flat & Apartment,"Southern View Estate, Chevron Drive, Lekki","N1,800,000 per year"
3 Bedroom Flat & Apartment,"Millennium Estate, Gbagada","N2,500,000 per year"
2 Bedroom Flat & Apartment,"U3 Estate, Lekki Phase 1, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Primewaterview Estate, Lekki Phase 1, Lekki","N4,000,000 per year"
4 Bedroom Duplex,"Banana Island, Ikoyi","N15,000,000 per year"
2 Bedroom Flat & Apartment,"Ikate, Ikate Elegushi, Lekki","N2,500,000 per year"
4 Bedroom Duplex,"Magodo, Magodo Isheri, Ikeja","N2,300,000 per year"
3 Bedroom Terrace,"2Nd Avenue, Banana Island, Ikoyi","N20,000,000 per year"
3 Bedroom Flat & Apartment,"Wale Ariwoole /Grace Land Avenue, Ejigbo, Isolo","N500,000 per year"
3 Bedroom Flat & Apartment,"Old, Ikoyi","N12,500,000 per year"
Shop,"Lekki Phase 1, Lekki","N3,000,000 per year"
2 Bedroom Flat & Apartment,Ikoyi,"N4,500,000 per year"
3 Bedroom Flat & Apartment,"Adeola Odeku, Victoria Island, Victoria Island",N6 per year
Office,"Ikoyi Lagos , Awolowo Road, Ikoyi","N50,000 per yearN50,000  /m2"
3 Bedroom Flat & Apartment,"Ikate, Ikate Elegushi, Lekki","N3,000,000 per year"
Shop,"Lekki Phase 1, Lekki","N1,500,000 per year"
Shop,Victoria Island,"N2,500,000 per year"
Shop,"Lekki Phase 1, Lekki","N3,000,000 per year"
Commercial Property,"Ikorodu Road, Maryland Idiroko, Maryland, Ikeja","N7,000,000 per yearN10,000  /m2"
Shop,"Lekki Phase 1, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Bourdillon Road, Ikoyi","N6,000,000 per year"
3 Bedroom Flat & Apartment,"Hahmed Kasumu Street , Chevron Drive, Lekki","N3,000,000 per year"
3 Bedroom Flat & Apartment,"Jasper Ike, Lekki Phase 1, Lekki","N2,500,000 per year"
5 Bedroom House,"Agungi, Lekki","N15,000,000 per year"
Shop,"Lekki, Lekki Phase 1, Lekki","N3,300,000 per year"
4 Bedroom House,"Osapa, Lekki","N8,500,000 per year"
Shop,"Lekki, Lekki Phase 1, Lekki","N2,000,000 per year"
Office,"Oniru, Victoria Island","N1,300,000 per year"
4 Bedroom Flat & Apartment,Ikoyi,"N15,000,000 per year"
3 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N7,000,000 per year"
3 Bedroom Flat & Apartment,Ikoyi,"N7,000,000 per year"
2 Bedroom Flat & Apartment,Ikoyi,"N6,000,000 per year"
4 Bedroom Terrace,"Osborne Phase One, Ikoyi","N7,000,000 per year"
2 Bedroom Flat & Apartment,"Banana Island Road, Ikoyi","N9,000,000 per year"
4 Bedroom Flat & Apartment,Ikoyi,"N10,000,000 per year"
3 Bedroom Flat & Apartment,Ikoyi,"N6,500,000 per year"
4 Bedroom Duplex,"Bourdillon Road Old Ikoyi, Ikoyi","N8,000,000 per year"
4 Bedroom House,"Old Ikoyi, Ikoyi","N15,000,000 per year"
3 Bedroom Flat & Apartment,"Off Bourdillon Road Old Ikoyi, Ikoyi","N9,000,000 per year"
4 Bedroom Duplex,"Off Lugard Road Old Ikoyi, Ikoyi","N8,000,000 per year"
3 Bedroom Flat & Apartment,"Off Glover Road Old Ikoyi, Ikoyi","N7,500,000 per year"
3 Bedroom Flat & Apartment,"Glover Road Old Ikoyi, Ikoyi","N7,000,000 per year"
3 Bedroom Flat & Apartment,"Mojisola Onikoyi, Banana Island, Ikoyi","N6,500,000 per year"
Office,Victoria Island,"N25,000,000 per year"
5 Bedroom Duplex,"Old, Ikoyi","N30,000,000 per year"
2 Bedroom Flat & Apartment,"Thompson, Ikoyi","N13,000,000 per year"
3 Bedroom Flat & Apartment,"Victoria Island Extension, Victoria Island","N6,000,000 per year"
3 Bedroom Flat & Apartment,Ikoyi,"N13,500,000 per year"
4 Bedroom Duplex,"Old Ikoyi, Ikoyi","N6,500,000 per year"
Commercial Property,"Lekki Phase 1, Lekki","N10,000,000 per year"
Commercial Property,"Lekki, Lekki Phase 1, Lekki","N120,000 per yearN120,000  /m2"
3 Bedroom Flat & Apartment,"Osborne 2, Ikoyi","N8,000,000 per year"
3 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N8,500,000 per year"
3 Bedroom Duplex,"Lekki Phase 1, Lekki","N5,500,000 per year"
4 Bedroom Terrace,"Old Ikoyi, Ikoyi","N9,000,000 per year"
3 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N13,000,000 per year"
4 Bedroom Duplex,Ikoyi,"N8,500,000 per year"
3 Bedroom Flat & Apartment,Ikoyi,"N32,000,000 per year"
Office,"Lekki Right, Lekki Phase 1, Lekki","N70,000 per year"
5 Bedroom Duplex,Ikoyi,"N8,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N3,000,000 per year"
4 Bedroom Duplex,"Off Alexander, Ikoyi","N8,000,000 per year"
4 Bedroom Duplex,Ikoyi,"N13,000,000 per year"
4 Bedroom Duplex,"Off Bourdillon Way, Ikoyi","N14,000,000 per year"
2 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N11,000,000 per year"
4 Bedroom Duplex,"Lekki Phase 1, Lekki","N4,500,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N3,000,000 per year"
3 Bedroom House,"Old Ikoyi, Ikoyi","N22,000,000 per year"
3 Bedroom Flat & Apartment,"Off Queen Drive, Ikoyi","N15,000,000 per year"
4 Bedroom Duplex,"Ikota, Lekki","N3,000,000 per year"
5 Bedroom Terrace,"Ikate, Ikate Elegushi, Lekki","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki Right , Lekki Phase 1, Lekki","N3,000,000 per year"
3 Bedroom Flat & Apartment,"Queen Drive, Ikoyi","N13,000,000 per year"
3 Bedroom Flat & Apartment,"Alexander Road, Ikoyi","N9,000,000 per year"
Shop,"Lekki Phase 1, Lekki","N7,000,000 per year"
Office,Victoria Island,"N6,500,000 per yearN65,000  /m2"
3 Bedroom Flat & Apartment,"Oniru Estate, Oniru, Victoria Island","N3,500,000 per year"
4 Bedroom Duplex,Ikoyi,"N10,000,000 per year"
4 Bedroom Duplex,"Banana Island, Ikoyi","N20,000,000 per year"
3 Bedroom Duplex,"Off Sokoto, Banana Island, Ikoyi","N7,500,000 per year"
4 Bedroom Duplex,"Banana Island, Ikoyi","N17,000,000 per year"
Shop,"Lekki Phase1, Lekki Phase 1, Lekki","N3,300,000 per year"
3 Bedroom Flat & Apartment,"Off Palace Road, Oniru, Victoria Island","N3,500,000 per year"
2 Bedroom Flat & Apartment,"Ogo Oluwa Street, Off Unity Road, Command, Ipaja, Agege","N400,000 per year"
4 Bedroom Terrace,"Remi Fani Kayode,  Ikeja G.R.A, Ikeja","N8,000,000 per year"
3 Bedroom Duplex,"Phase 1, Lekki Phase 1, Lekki","N4,000,000 per year"
Shop,"Lekki Phase 1, Lekki","N6,000,000 per year"
5 Bedroom Duplex,Victoria Island,"N25,000,000 per year"
3 Bedroom Flat & Apartment,"By Second Lekki Right Lekki Phase 1, Lekki Phase 1, Lekki","N4,000,000 per year"
4 Bedroom Duplex,"Oniru, Victoria Island","N6,500,000 per year"
Shop,"Agungi, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Anthony, Ikorodu Road","N2,500,000 per year"
2 Bedroom House,"Banana Island, Ikoyi","N10,000,000 per year"
3 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N11,000,000 per year"
2 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N6,000,000 per year"
4 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N13,000,000 per year"
4 Bedroom Terrace,"Parkview Estate, Ikoyi","N6,000,000 per year"
4 Bedroom Flat & Apartment,Ikoyi,"N8,000,000 per year"
4 Bedroom Duplex,Ikoyi,"N14,000,000 per year"
6 Bedroom Flat & Apartment,Ikoyi,"N18,000,000 per year"
5 Bedroom Duplex,"Old Ikoyi, Ikoyi","N18,000,000 per year"
4 Bedroom Terrace,"Elegushi Street, Ikate Elegushi, Lekki","N37,000,000 per year"
4 Bedroom Duplex,"Off Queens Drive , Ikoyi","N15,000,000 per year"
2 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N3,000,000 per year"
3 Bedroom Flat & Apartment,"Ozumba, Victoria Island","N40,000,000 per year"
3 Bedroom Duplex,"Banana Island, Ikoyi","N10,000,000 per year"
4 Bedroom Duplex,"Banana Island, Ikoyi","N20,000,000 per year"
4 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N12,000,000 per year"
3 Bedroom Flat & Apartment,"Phase 1, Lekki Phase 1, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Oniru, Victoria Island","N5,000,000 per year"
4 Bedroom Duplex,"Third Avenue, Banana Island, Ikoyi","N25,000,000 per year"
2 Bedroom Flat & Apartment,"Off Freedow Way , Lekki Phase 1, Lekki","N2,300,000 per year"
2 Bedroom Flat & Apartment,"Osapa London, Osapa, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N20,000,000 per year"
Office,Ikoyi,"N304,000 per yearN304,000  /m2"
Flat & Apartment,"Osapa London , Osapa, Lekki","N1,000,000 per year"
6 Bedroom Duplex,"Pinnock Estate, Osapa, Lekki","N12,000,000 per year"
4 Bedroom Terrace,"By 2Nd Round Lekki Phase 1, Lekki Phase 1, Lekki","N5,000,000 per year"
3 Bedroom Duplex,"Chevron Drive, Lekki","N2,500,000 per year"
4 Bedroom Duplex,"Osapa London, Osapa, Lekki","N3,500,000 per year"
2 Bedroom Flat & Apartment,"Ikate, Ikate Elegushi, Lekki","N2,300,000 per year"
2 Bedroom Flat & Apartment,"Osapa London, Osapa, Lekki","N2,000,000 per year"
Office,"Lekki Phase 1, Lekki","N800,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N8,500,000 per year"
4 Bedroom Flat & Apartment,Ikoyi,"N15,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N4,500,000 per year"
2 Bedroom Flat & Apartment,Ikoyi,"N10,000,000 per year"
4 Bedroom Townhouse,Ikoyi,"N20,000,000 per year"
5 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N25,000,000 per year"
2 Bedroom Flat & Apartment,"Sola Olagunji Street, Off New Road,, Lekki Phase 2, Lekki","N1,500,000 per year"
3 Bedroom Flat & Apartment,"Sola Olagunji Street, Off New Road,, Lekki Phase 2, Lekki","N2,000,000 per year"
4 Bedroom Duplex,"Ikate, Ikate Elegushi, Lekki","N6,500,000 per year"
5 Bedroom Duplex,"Ikate, Ikate Elegushi, Lekki","N6,000,000 per year"
5 Bedroom Duplex,"Orchid Road, Lekki Phase 2, Lekki","N2,500,000 per year"
4 Bedroom Duplex,"Ikate, Ikate Elegushi, Lekki","N4,500,000 per year"
2 Bedroom Flat & Apartment,"Off Allen Avenue, Allen Avenue, Ikeja","N1,500,000 per year"
